number,housing_median_age,total_rooms,total_bedrooms,median_income,median_house_value,ocean_proximity
16057,52.0,2245.0,425.0,3.5909,331200.0,NEAR BAY
16058,52.0,1792.0,305.0,4.0391,332700.0,NEAR BAY
16059,48.0,1351.0,270.0,3.5278,339800.0,NEAR BAY
16060,49.0,1724.0,295.0,4.3977,353600.0,NEAR BAY
16061,49.0,1637.0,304.0,4.3281,323100.0,NEAR BAY
16062,51.0,2095.0,410.0,4.4,318400.0,NEAR BAY
16063,29.0,2515.0,494.0,4.3393,317600.0,NEAR BAY
16064,52.0,2453.0,508.0,3.6859,311800.0,NEAR OCEAN
16065,49.0,2203.0,407.0,4.4375,329200.0,NEAR BAY
16066,48.0,2555.0,548.0,3.7734,314700.0,NEAR BAY
16067,52.0,2074.0,401.0,4.7703,331000.0,NEAR BAY
16068,48.0,2181.0,419.0,3.7361,320200.0,NEAR OCEAN
16069,47.0,2140.0,425.0,3.7054,308500.0,NEAR OCEAN
16070,45.0,2341.0,461.0,4.8036,297800.0,NEAR OCEAN
16071,43.0,2044.0,393.0,3.9205,319100.0,NEAR OCEAN
16072,48.0,2387.0,424.0,3.7562,321200.0,NEAR OCEAN
16073,52.0,2226.0,385.0,4.8516,323800.0,NEAR OCEAN
16074,52.0,2189.0,433.0,3.4583,321300.0,NEAR OCEAN
16075,29.0,2285.0,435.0,4.0208,323100.0,NEAR OCEAN
16076,52.0,2166.0,423.0,4.131,314300.0,NEAR OCEAN
16077,52.0,2841.0,517.0,3.9236,335000.0,NEAR OCEAN
16078,48.0,1190.0,182.0,6.2642,438500.0,NEAR OCEAN
16079,48.0,1186.0,213.0,3.8333,340800.0,NEAR OCEAN
16080,52.0,2442.0,449.0,4.3909,317700.0,NEAR OCEAN
16081,52.0,2302.0,457.0,4.5744,315200.0,NEAR OCEAN
16082,52.0,1597.0,240.0,5.1681,500001.0,NEAR OCEAN
16083,47.0,2382.0,392.0,5.2598,371500.0,NEAR OCEAN
16084,39.0,1937.0,336.0,5.1991,369400.0,NEAR OCEAN
16085,37.0,1399.0,224.0,3.9219,433300.0,NEAR OCEAN
16086,36.0,1821.0,292.0,5.6204,406200.0,NEAR OCEAN
16087,38.0,3195.0,828.0,3.1359,350000.0,NEAR OCEAN
16088,47.0,1176.0,286.0,3.2059,350000.0,NEAR OCEAN
16089,43.0,3850.0,1018.0,3.5296,400000.0,NEAR OCEAN
16090,45.0,1405.0,338.0,4.1116,187500.0,NEAR OCEAN
16091,46.0,2403.0,638.0,3.2321,112500.0,NEAR OCEAN
16092,52.0,2018.0,422.0,3.7083,307700.0,NEAR OCEAN
16093,43.0,2108.0,456.0,3.1406,316200.0,NEAR OCEAN
16094,50.0,1993.0,410.0,3.9464,295600.0,NEAR OCEAN
16095,48.0,1408.0,295.0,3.8333,296300.0,NEAR OCEAN
16096,46.0,1491.0,285.0,4.5329,278800.0,NEAR OCEAN
16097,45.0,1672.0,344.0,4.1419,291500.0,NEAR OCEAN
16098,43.0,2373.0,481.0,4.0985,283200.0,NEAR OCEAN
16099,43.0,2345.0,624.0,2.8448,268900.0,NEAR OCEAN
16100,43.0,2527.0,619.0,3.0465,274200.0,NEAR OCEAN
16101,40.0,2320.0,562.0,3.2792,260800.0,NEAR OCEAN
16102,46.0,2226.0,480.0,4.2644,284100.0,NEAR OCEAN
16103,45.0,1673.0,377.0,3.3393,272300.0,NEAR OCEAN
16104,45.0,1620.0,435.0,4.3859,270200.0,NEAR OCEAN
16105,44.0,1819.0,435.0,3.4919,271800.0,NEAR OCEAN
16106,45.0,1592.0,325.0,3.96,272200.0,NEAR OCEAN
16107,44.0,1739.0,343.0,2.9632,286300.0,NEAR OCEAN
16108,40.0,2310.0,445.0,3.7969,297800.0,NEAR OCEAN
16109,45.0,1771.0,349.0,3.7552,296600.0,NEAR OCEAN
16110,44.0,1472.0,275.0,5.6826,300000.0,NEAR OCEAN
16111,44.0,2374.0,496.0,3.5,275700.0,NEAR OCEAN
16112,29.0,2527.0,518.0,3.875,275700.0,NEAR OCEAN
16113,46.0,2298.0,457.0,4.0217,272400.0,NEAR OCEAN
16114,29.0,2792.0,615.0,4.0625,272800.0,NEAR OCEAN
16115,29.0,1667.0,395.0,3.9583,273700.0,NEAR OCEAN
16116,44.0,2082.0,470.0,4.3611,268100.0,NEAR OCEAN
16117,42.0,2006.0,415.0,4.1786,271100.0,NEAR OCEAN
16118,52.0,2005.0,359.0,4.1029,500001.0,NEAR BAY
16119,52.0,2165.0,580.0,2.9293,350000.0,NEAR BAY
16120,52.0,2594.0,622.0,3.0265,350000.0,NEAR BAY
16121,52.0,2059.0,416.0,3.7419,500001.0,NEAR BAY
16122,52.0,3429.0,773.0,3.7887,500001.0,NEAR BAY
16123,51.0,1485.0,386.0,2.7431,307100.0,NEAR BAY
16124,52.0,2635.0,587.0,3.7292,416700.0,NEAR BAY
16125,52.0,2844.0,623.0,4.75,500001.0,NEAR BAY
16126,52.0,437.0,105.0,2.8125,500001.0,NEAR BAY
16127,52.0,2383.0,477.0,3.9688,483300.0,NEAR BAY
16128,52.0,2388.0,507.0,3.5221,443300.0,NEAR BAY
16129,52.0,1941.0,436.0,4.1339,396400.0,NEAR BAY
16130,48.0,2835.0,728.0,3.1289999999999996,375000.0,NEAR BAY
16131,29.0,4683.0,1055.0,4.1148,457800.0,NEAR BAY
16132,44.0,3371.0,794.0,3.1653,335300.0,NEAR BAY
16133,32.0,3028.0,815.0,3.2028,322900.0,NEAR BAY
16134,46.0,3304.0,792.0,3.6148,352200.0,NEAR BAY
16135,52.0,1647.0,236.0,9.1881,500001.0,NEAR BAY
16136,52.0,3146.0,478.0,6.1407,500001.0,NEAR BAY
16137,52.0,2488.0,281.0,10.7058,500001.0,NEAR BAY
16138,52.0,4140.0,984.0,3.4236,376800.0,NEAR BAY
16139,52.0,2632.0,542.0,3.4605,441700.0,NEAR BAY
16140,52.0,2051.0,552.0,3.2396,375000.0,NEAR BAY
16141,52.0,3088.0,727.0,2.8553,360700.0,NEAR BAY
16142,52.0,3193.0,688.0,3.9375,402900.0,NEAR BAY
16143,52.0,2241.0,443.0,4.1635,398400.0,NEAR BAY
16144,52.0,2275.0,412.0,4.0652,421300.0,NEAR BAY
16145,52.0,2169.0,522.0,3.1989,446900.0,NEAR BAY
16146,52.0,2951.0,647.0,3.1392,422400.0,NEAR BAY
16147,52.0,3021.0,569.0,4.0208,414600.0,NEAR BAY
16148,52.0,2042.0,378.0,4.1856,404700.0,NEAR BAY
16149,52.0,3143.0,635.0,3.8571,366700.0,NEAR BAY
16150,52.0,3047.0,641.0,3.4883,337200.0,NEAR BAY
16151,52.0,2666.0,515.0,4.218,393800.0,NEAR BAY
16152,52.0,2556.0,595.0,3.8899,348500.0,NEAR BAY
16153,50.0,2159.0,437.0,3.5588,346400.0,NEAR BAY
16154,52.0,2910.0,611.0,3.5865,311400.0,NEAR BAY
16155,47.0,2695.0,643.0,3.0877,329100.0,NEAR BAY
16156,52.0,3440.0,722.0,3.0278,356300.0,NEAR BAY
16157,52.0,2342.0,458.0,3.7036,369200.0,NEAR BAY
16158,52.0,2433.0,454.0,4.125,359500.0,NEAR BAY
16159,52.0,2050.0,439.0,2.6719,318500.0,NEAR BAY
16160,42.0,2723.0,579.0,3.6429,328400.0,NEAR BAY
16161,49.0,2176.0,441.0,4.2414,500001.0,NEAR BAY
16162,50.0,1922.0,427.0,3.5833,348500.0,NEAR BAY
16163,52.0,1769.0,414.0,3.9954,324700.0,NEAR BAY
16164,52.0,2299.0,441.0,5.0562,336700.0,NEAR BAY
16165,52.0,2739.0,569.0,3.5833,322900.0,NEAR BAY
16166,46.0,2646.0,607.0,3.7167,332800.0,NEAR BAY
16167,45.0,2564.0,499.0,4.7328,351100.0,NEAR BAY
16168,47.0,2496.0,494.0,4.0353,342200.0,NEAR BAY
16169,32.0,2131.0,625.0,2.9201,322200.0,NEAR OCEAN
16170,45.0,6927.0,1258.0,3.4051,500001.0,NEAR BAY
16171,52.0,8.0,1.0,15.0001,500001.0,NEAR BAY
16172,17.0,2975.0,968.0,3.5269999999999997,318900.0,NEAR OCEAN
16173,42.0,4219.0,1125.0,1.2387,212800.0,NEAR BAY
16174,10.0,479.0,125.0,2.7083,180400.0,NEAR BAY
16175,52.0,126.0,24.0,10.2264,225000.0,NEAR BAY
16176,26.0,54.0,9.0,6.1359,225000.0,NEAR BAY
16177,47.0,1088.0,190.0,4.2708,207100.0,NEAR BAY
16178,47.0,1649.0,328.0,3.3625,223700.0,NEAR BAY
16179,28.0,1942.0,724.0,0.9365,52500.0,INLAND
16180,49.0,1200.0,364.0,1.1094,52500.0,INLAND
16181,46.0,1026.0,330.0,1.2904,63300.0,INLAND
16182,52.0,888.0,324.0,1.2411,112500.0,INLAND
16183,52.0,287.0,119.0,0.8738,75000.0,INLAND
16184,16.0,761.0,306.0,0.7714,87500.0,INLAND
16185,9.0,674.0,242.0,2.2024,45000.0,INLAND
16186,52.0,107.0,79.0,0.7917,22500.0,INLAND
16187,24.0,1212.0,366.0,1.7875,76800.0,INLAND
16188,48.0,1112.0,227.0,2.3393,77600.0,INLAND
16189,52.0,1610.0,480.0,1.2962,110200.0,INLAND
16190,48.0,1778.0,541.0,1.3438,103100.0,INLAND
16191,50.0,1669.0,558.0,1.3191,92300.0,INLAND
16192,31.0,2668.0,812.0,1.125,110400.0,INLAND
16193,52.0,1475.0,238.0,3.6591,105100.0,INLAND
16194,52.0,1354.0,314.0,1.7788,97400.0,INLAND
16195,52.0,2654.0,468.0,3.2260000000000004,107600.0,INLAND
16196,52.0,1829.0,301.0,3.3466,92600.0,INLAND
16197,47.0,2348.0,507.0,1.65,66000.0,INLAND
16198,43.0,1624.0,448.0,1.425,61300.0,INLAND
16199,43.0,557.0,165.0,1.7212,59000.0,INLAND
16200,52.0,1318.0,308.0,1.8261,54600.0,INLAND
16201,38.0,512.0,133.0,1.7386,52000.0,INLAND
16202,44.0,1406.0,357.0,1.4688,56800.0,INLAND
16203,48.0,1766.0,444.0,1.7039,52700.0,INLAND
16204,52.0,288.0,86.0,0.696,42500.0,INLAND
16205,40.0,2827.0,655.0,2.0303,63800.0,INLAND
16206,40.0,964.0,230.0,1.2625,43000.0,INLAND
16207,41.0,375.0,108.0,1.9531,45000.0,INLAND
16208,40.0,452.0,109.0,1.3417,60800.0,INLAND
16209,52.0,24.0,6.0,2.375,67500.0,INLAND
16210,36.0,40.0,10.0,2.625,55000.0,INLAND
16211,52.0,1938.0,332.0,3.6094,118400.0,INLAND
16212,47.0,1700.0,344.0,3.1845,87200.0,INLAND
16213,46.0,1832.0,365.0,2.0398,88100.0,INLAND
16214,42.0,1619.0,340.0,2.5488,80300.0,INLAND
16215,27.0,1839.0,442.0,2.1284,59400.0,INLAND
16216,36.0,747.0,189.0,1.7885,62100.0,INLAND
16217,5.0,123.0,21.0,2.7656,50000.0,INLAND
16218,33.0,2493.0,454.0,3.765,94600.0,INLAND
16219,23.0,2830.0,659.0,3.0354,113700.0,INLAND
16220,33.0,3656.0,681.0,3.1406,93900.0,INLAND
16221,32.0,614.0,95.0,3.9922,247400.0,INLAND
16222,21.0,1343.0,183.0,5.8995,189900.0,INLAND
16223,37.0,3247.0,643.0,3.0660000000000003,94100.0,INLAND
16224,36.0,3113.0,576.0,3.4625,84600.0,INLAND
16225,38.0,3166.0,575.0,3.5404,91600.0,INLAND
16226,46.0,2270.0,427.0,3.3235,87800.0,INLAND
16227,43.0,2453.0,490.0,2.9107,88800.0,INLAND
16228,20.0,1727.0,386.0,2.5195,92600.0,INLAND
16229,43.0,1511.0,292.0,3.5703,87400.0,INLAND
16230,36.0,1953.0,492.0,2.0043,90800.0,INLAND
16231,47.0,3386.0,663.0,3.0625,141500.0,INLAND
16232,52.0,2980.0,537.0,4.061,113600.0,INLAND
16233,42.0,1824.0,277.0,5.1915,183700.0,INLAND
16234,45.0,2604.0,454.0,3.6667,123100.0,INLAND
16235,42.0,625.0,143.0,2.625,65400.0,INLAND
16236,52.0,2995.0,555.0,1.7794,98800.0,INLAND
16237,49.0,2501.0,565.0,2.5043,76700.0,INLAND
16238,29.0,2373.0,461.0,4.175,98300.0,INLAND
16239,52.0,2259.0,417.0,2.2981,105400.0,INLAND
16240,41.0,930.0,191.0,3.4141,90600.0,INLAND
16241,30.0,1271.0,528.0,1.5152,81300.0,INLAND
16242,38.0,2375.0,494.0,2.6673,87500.0,INLAND
16243,39.0,3375.0,659.0,2.6364,93800.0,INLAND
16244,42.0,495.0,116.0,2.8854,55700.0,INLAND
16245,32.0,3274.0,820.0,2.1265,55700.0,INLAND
16246,43.0,2608.0,516.0,2.5714,70000.0,INLAND
16247,43.0,1005.0,200.0,2.6812,72800.0,INLAND
16248,52.0,941.0,184.0,2.1429,69900.0,INLAND
16249,45.0,965.0,198.0,1.6944,75200.0,INLAND
16250,39.0,1023.0,243.0,1.1141,54400.0,INLAND
16251,43.0,527.0,133.0,2.5,63600.0,INLAND
16252,43.0,948.0,221.0,1.962,52700.0,INLAND
16253,52.0,583.0,114.0,2.5625,54200.0,INLAND
16254,41.0,1633.0,433.0,0.9782,54200.0,INLAND
16255,39.0,1765.0,414.0,1.5329,48300.0,INLAND
16256,31.0,1189.0,295.0,2.5536,50500.0,INLAND
16257,34.0,1288.0,344.0,1.7895,63100.0,INLAND
16258,43.0,940.0,208.0,2.3056,62300.0,INLAND
16259,41.0,2398.0,448.0,3.0352,69800.0,INLAND
16260,29.0,855.0,189.0,2.0375,75000.0,INLAND
16261,35.0,1511.0,316.0,1.7898,63500.0,INLAND
16262,40.0,1703.0,362.0,2.0817,55300.0,INLAND
16263,44.0,819.0,184.0,1.725,59300.0,INLAND
16264,39.0,1841.0,428.0,2.1583,62000.0,INLAND
16265,41.0,461.0,101.0,1.275,54000.0,INLAND
16266,40.0,535.0,105.0,2.5234,62800.0,INLAND
16267,26.0,2205.0,478.0,2.4866,68300.0,INLAND
16268,29.0,874.0,217.0,1.9187,57700.0,INLAND
16269,46.0,2001.0,428.0,1.9402,62200.0,INLAND
16270,36.0,361.0,63.0,3.7734,63800.0,INLAND
16271,30.0,1509.0,308.0,1.7798,65900.0,INLAND
16272,5.0,2232.0,488.0,2.8705,113600.0,INLAND
16273,21.0,1185.0,237.0,2.0893,65000.0,INLAND
16274,28.0,964.0,232.0,2.3269,55900.0,INLAND
16275,31.0,1673.0,382.0,2.0833,48300.0,INLAND
16276,33.0,2109.0,531.0,1.4583,53000.0,INLAND
16277,43.0,1610.0,412.0,1.7574,51700.0,INLAND
16278,29.0,1451.0,320.0,2.125,61200.0,INLAND
16279,35.0,2680.0,634.0,1.9375,56700.0,INLAND
16280,36.0,499.0,115.0,2.1705,60300.0,INLAND
16281,40.0,2806.0,685.0,1.8814,57700.0,INLAND
16282,37.0,2488.0,578.0,2.551,59100.0,INLAND
16283,24.0,1438.0,351.0,2.7829,61800.0,INLAND
16284,23.0,1491.0,346.0,2.1591,67800.0,INLAND
16285,30.0,1061.0,230.0,2.4412,61600.0,INLAND
16286,12.0,1096.0,240.0,3.1053,73100.0,INLAND
16287,31.0,820.0,179.0,1.69,65900.0,INLAND
16288,21.0,1556.0,314.0,2.4667,81400.0,INLAND
16289,28.0,3308.0,766.0,1.7694,73900.0,INLAND
16290,33.0,450.0,123.0,1.1964,80400.0,INLAND
16291,47.0,886.0,196.0,2.1991,67200.0,INLAND
16292,37.0,1175.0,260.0,2.875,57700.0,INLAND
16293,37.0,2351.0,564.0,1.6563,57200.0,INLAND
16294,44.0,2204.0,473.0,1.5539,59200.0,INLAND
16295,36.0,811.0,168.0,2.625,89200.0,INLAND
16296,37.0,1514.0,337.0,2.401,58400.0,INLAND
16297,30.0,1737.0,381.0,1.9875,56400.0,INLAND
16298,31.0,1484.0,314.0,2.625,72100.0,INLAND
16299,19.0,2109.0,427.0,2.4097,66000.0,INLAND
16300,28.0,590.0,129.0,1.8958,85700.0,INLAND
16301,17.0,4535.0,762.0,5.3224,225800.0,INLAND
16302,22.0,3564.0,730.0,3.675,152400.0,INLAND
16303,6.0,1649.0,369.0,3.4231,123800.0,INLAND
16304,15.0,2430.0,315.0,10.0088,242000.0,INLAND
16305,15.0,2682.0,599.0,3.5982,94400.0,INLAND
16306,16.0,926.0,230.0,4.0221,173300.0,INLAND
16307,16.0,2178.0,667.0,2.3339,87100.0,INLAND
16308,16.0,1080.0,166.0,4.5278,166900.0,INLAND
16309,17.0,2033.0,452.0,3.2872,175000.0,INLAND
16310,27.0,1612.0,234.0,5.318,155100.0,INLAND
16311,32.0,3877.0,687.0,4.0444,129200.0,INLAND
16312,32.0,4474.0,929.0,3.2889,98900.0,INLAND
16313,36.0,1383.0,207.0,5.9191,151900.0,INLAND
16314,20.0,1903.0,395.0,2.6765,96400.0,INLAND
16315,36.0,391.0,74.0,2.7045,102800.0,INLAND
16316,21.0,1795.0,482.0,2.0091,101500.0,INLAND
16317,22.0,2105.0,521.0,2.213,87500.0,INLAND
16318,14.0,3731.0,772.0,3.1369,119600.0,INLAND
16319,15.0,4472.0,1079.0,2.5,175900.0,INLAND
16320,11.0,4487.0,868.0,3.9615,194600.0,INLAND
16321,14.0,3111.0,498.0,6.556,234700.0,INLAND
16322,15.0,3103.0,965.0,1.3729,110300.0,INLAND
16323,20.0,1591.0,589.0,1.3531,94600.0,INLAND
16324,9.0,2370.0,424.0,5.143,176500.0,INLAND
16325,10.0,1564.0,397.0,2.7031,150000.0,INLAND
16326,8.0,1801.0,380.0,4.2589,134900.0,INLAND
16327,8.0,2628.0,428.0,5.3002,191700.0,INLAND
16328,33.0,2854.0,489.0,4.3008,136400.0,INLAND
16329,30.0,4375.0,689.0,5.1202,133800.0,INLAND
16330,31.0,1466.0,435.0,3.1827,162100.0,INLAND
16331,37.0,1964.0,315.0,4.3008,119800.0,INLAND
16332,20.0,4213.0,751.0,4.4063,130800.0,INLAND
16333,19.0,1708.0,291.0,4.918,130600.0,INLAND
16334,4.0,2477.0,359.0,5.5427,162100.0,INLAND
16335,5.0,4303.0,613.0,5.5842,159100.0,INLAND
16336,12.0,6217.0,1019.0,3.7206,146000.0,INLAND
16337,9.0,2167.0,370.0,5.0285,148200.0,INLAND
16338,16.0,667.0,92.0,5.6147,244700.0,INLAND
16339,16.0,3295.0,565.0,3.6083,146400.0,INLAND
16340,15.0,1933.0,280.0,4.6477,142700.0,INLAND
16341,10.0,629.0,140.0,2.2961,126700.0,INLAND
16342,16.0,4045.0,623.0,4.875,143100.0,INLAND
16343,15.0,2903.0,440.0,4.5179,145600.0,INLAND
16344,10.0,1421.0,204.0,5.1878,153900.0,INLAND
16345,8.0,1904.0,255.0,5.7201,155700.0,INLAND
16346,12.0,2707.0,433.0,4.9861,133500.0,INLAND
16347,16.0,1665.0,311.0,2.8403,132300.0,INLAND
16348,16.0,3158.0,515.0,4.1739,131300.0,INLAND
16349,14.0,2356.0,438.0,3.7375,138800.0,INLAND
16350,15.0,3583.0,644.0,3.428,140700.0,INLAND
16351,5.0,2229.0,543.0,4.1719,206100.0,INLAND
16352,7.0,3461.0,859.0,3.5684,78700.0,INLAND
16353,30.0,249.0,44.0,4.5,92800.0,INLAND
16354,24.0,3050.0,568.0,3.7413,105300.0,INLAND
16355,25.0,2474.0,513.0,2.5742,98400.0,INLAND
16356,26.0,2851.0,533.0,3.5379,99100.0,INLAND
16357,18.0,4893.0,1008.0,2.5212,110000.0,INLAND
16358,12.0,4038.0,1074.0,1.9698,112300.0,INLAND
16359,23.0,3135.0,707.0,1.886,105300.0,INLAND
16360,23.0,3706.0,1106.0,1.7774,100000.0,INLAND
16361,29.0,2289.0,449.0,3.2788,100000.0,INLAND
16362,27.0,2918.0,580.0,2.6495,116200.0,INLAND
16363,35.0,2097.0,351.0,4.3958,108400.0,INLAND
16364,19.0,908.0,158.0,3.9792,131900.0,INLAND
16365,24.0,4157.0,951.0,2.7981,92100.0,INLAND
16366,30.0,2547.0,485.0,3.9939999999999998,95500.0,INLAND
16367,23.0,3251.0,689.0,3.0729,104800.0,INLAND
16368,22.0,2101.0,514.0,2.8348,101600.0,INLAND
16369,22.0,2575.0,680.0,1.4274,90500.0,INLAND
16370,8.0,2668.0,447.0,4.0156,117600.0,INLAND
16371,13.0,1014.0,200.0,3.1471,102800.0,INLAND
16372,10.0,1409.0,248.0,4.0227,107700.0,INLAND
16373,16.0,2128.0,441.0,3.1779,97300.0,INLAND
16374,16.0,4356.0,881.0,2.2672,91100.0,INLAND
16375,11.0,3585.0,729.0,3.0907,94100.0,INLAND
16376,7.0,2021.0,441.0,2.5842,111300.0,INLAND
16377,11.0,826.0,150.0,3.9265,107400.0,INLAND
16378,12.0,2006.0,426.0,2.5437,99000.0,INLAND
16379,16.0,2717.0,621.0,2.5473,106300.0,INLAND
16380,11.0,2866.0,654.0,2.505,95000.0,INLAND
16381,4.0,1515.0,384.0,2.8523,87500.0,INLAND
16382,4.0,1392.0,322.0,2.375,124500.0,INLAND
16383,2.0,6403.0,1116.0,4.4871,137900.0,INLAND
16384,8.0,1868.0,392.0,3.175,95900.0,INLAND
16385,10.0,69.0,16.0,3.75,120800.0,INLAND
16386,26.0,378.0,75.0,3.4107,82800.0,INLAND
16387,32.0,342.0,58.0,2.9821,155000.0,INLAND
16388,52.0,122.0,26.0,1.15,112500.0,INLAND
16389,25.0,1967.0,362.0,3.5735,106800.0,INLAND
16390,26.0,3080.0,473.0,4.9861,201800.0,INLAND
16391,16.0,2397.0,501.0,2.6994,112500.0,INLAND
16392,32.0,1829.0,262.0,6.1805,247900.0,INLAND
16393,42.0,343.0,50.0,5.5376,212500.0,INLAND
16394,29.0,2465.0,327.0,6.6605,220700.0,INLAND
16395,35.0,1841.0,300.0,2.8167,162100.0,INLAND
16396,22.0,1526.0,299.0,2.4342,125000.0,INLAND
16397,21.0,446.0,73.0,2.8958,135000.0,INLAND
16398,27.0,429.0,102.0,2.3333,87500.0,INLAND
16399,25.0,1471.0,300.0,2.4688,126800.0,INLAND
16400,38.0,523.0,80.0,5.5693,153100.0,INLAND
16401,27.0,849.0,137.0,5.0362,181300.0,INLAND
16402,39.0,440.0,83.0,6.0582,157700.0,INLAND
16403,35.0,703.0,117.0,3.225,177100.0,INLAND
16404,28.0,253.0,50.0,1.4732,156300.0,INLAND
16405,44.0,608.0,108.0,3.3882,125000.0,INLAND
16406,31.0,2450.0,559.0,2.4674,130900.0,INLAND
16407,28.0,1374.0,248.0,3.6389,130400.0,INLAND
16408,32.0,2081.0,472.0,2.7958,59000.0,INLAND
16409,27.0,1621.0,363.0,2.1513,99700.0,INLAND
16410,20.0,268.0,78.0,1.125,150000.0,INLAND
16411,21.0,336.0,68.0,4.75,121400.0,INLAND
16412,30.0,1055.0,211.0,2.8676,76900.0,INLAND
16413,35.0,411.0,74.0,2.5625,146900.0,INLAND
16414,16.0,50.0,10.0,2.625,137500.0,INLAND
16415,42.0,465.0,93.0,3.1719,158300.0,INLAND
16416,28.0,371.0,71.0,0.9614,55700.0,INLAND
16417,43.0,968.0,249.0,1.6458,83600.0,INLAND
16418,34.0,1010.0,206.0,2.9531,104000.0,INLAND
16419,38.0,226.0,44.0,2.9,125000.0,INLAND
16420,26.0,161.0,27.0,5.7485,162500.0,INLAND
16421,29.0,488.0,108.0,2.6563,103100.0,INLAND
16422,49.0,98.0,24.0,3.65,162500.0,INLAND
16423,31.0,1860.0,394.0,2.2891,162500.0,INLAND
16424,44.0,1158.0,226.0,2.6842,156300.0,INLAND
16425,13.0,3192.0,715.0,2.2619,123500.0,INLAND
16426,35.0,1507.0,313.0,2.0284,96300.0,INLAND
16427,42.0,2051.0,334.0,4.3553,185700.0,INLAND
16428,14.0,2049.0,398.0,3.5,240800.0,INLAND
16429,5.0,3136.0,501.0,5.5942,186900.0,INLAND
16430,32.0,1706.0,292.0,5.5057,147200.0,INLAND
16431,5.0,5428.0,994.0,3.9323,130100.0,INLAND
16432,22.0,393.0,58.0,3.95,178100.0,INLAND
16433,48.0,561.0,81.0,3.6312,202800.0,INLAND
16434,23.0,633.0,91.0,6.4562,230000.0,INLAND
16435,35.0,930.0,186.0,2.0625,155000.0,INLAND
16436,31.0,335.0,53.0,2.0694,175000.0,INLAND
16437,21.0,1185.0,207.0,3.1917,204500.0,INLAND
16438,28.0,2103.0,422.0,3.0592,152800.0,INLAND
16439,27.0,836.0,132.0,3.875,127400.0,INLAND
16440,17.0,3507.0,696.0,3.2123,120700.0,INLAND
16441,34.0,2770.0,544.0,3.2338,101800.0,INLAND
16442,34.0,1500.0,337.0,2.515,110800.0,INLAND
16443,31.0,1008.0,212.0,2.3917,113500.0,INLAND
16444,27.0,1004.0,192.0,2.8942,116700.0,INLAND
16445,23.0,2864.0,504.0,3.2303,131800.0,INLAND
16446,23.0,4183.0,633.0,4.8787,175300.0,INLAND
16447,37.0,3278.0,623.0,3.3987,99500.0,INLAND
16448,33.0,3557.0,894.0,2.2883,86900.0,INLAND
16449,40.0,929.0,257.0,2.125,137500.0,INLAND
16450,38.0,2803.0,500.0,4.119,128800.0,INLAND
16451,48.0,1892.0,333.0,4.0625,143200.0,INLAND
16452,52.0,1081.0,257.0,2.1979,114100.0,INLAND
16453,40.0,2402.0,509.0,2.1771,98200.0,INLAND
16454,32.0,3366.0,676.0,2.5401,125400.0,INLAND
16455,34.0,3268.0,640.0,2.8237,110700.0,INLAND
16456,44.0,2356.0,482.0,2.4949,108000.0,INLAND
16457,20.0,3168.0,514.0,5.0,154800.0,INLAND
16458,26.0,2256.0,360.0,5.0528,153700.0,INLAND
16459,18.0,1534.0,275.0,3.9607,132500.0,INLAND
16460,11.0,1792.0,252.0,7.6889,229300.0,INLAND
16461,5.0,5979.0,1190.0,4.1960000000000015,171700.0,INLAND
16462,11.0,3163.0,794.0,2.4482,103000.0,INLAND
16463,10.0,2974.0,588.0,3.8825,136800.0,INLAND
16464,15.0,2039.0,384.0,3.8672,120100.0,INLAND
16465,13.0,2432.0,586.0,2.5556,133100.0,INLAND
16466,14.0,1551.0,297.0,3.775,163300.0,INLAND
16467,39.0,2614.0,634.0,1.9238,70700.0,INLAND
16468,37.0,2232.0,504.0,2.5587,87800.0,INLAND
16469,38.0,1419.0,411.0,2.2188,68800.0,INLAND
16470,27.0,1818.0,459.0,1.8575,73800.0,INLAND
16471,25.0,1305.0,270.0,3.2993,91100.0,INLAND
16472,4.0,2058.0,366.0,4.2448,150900.0,INLAND
16473,8.0,2770.0,642.0,3.1284,115100.0,INLAND
16474,16.0,1174.0,242.0,2.3,133300.0,INLAND
16475,10.0,3371.0,665.0,3.5333,116800.0,INLAND
16476,35.0,2607.0,685.0,1.75,82900.0,INLAND
16477,25.0,2549.0,675.0,2.0875,83100.0,INLAND
16478,28.0,2593.0,487.0,3.3929,113000.0,INLAND
16479,24.0,4411.0,776.0,3.475,151200.0,INLAND
16480,19.0,1337.0,236.0,4.0924,244200.0,INLAND
16481,27.0,2643.0,467.0,3.6398,146700.0,INLAND
16482,31.0,1953.0,366.0,2.4906,122500.0,INLAND
16483,14.0,2591.0,497.0,3.5774,113900.0,INLAND
16484,13.0,651.0,102.0,3.6528,200000.0,INLAND
16485,18.0,4176.0,700.0,4.0365,174200.0,INLAND
16486,19.0,3326.0,561.0,2.9875,166300.0,INLAND
16487,23.0,762.0,140.0,2.4545,105000.0,INLAND
16488,27.0,2400.0,435.0,3.7687,165200.0,INLAND
16489,21.0,2333.0,377.0,4.8125,161100.0,INLAND
16490,27.0,1683.0,288.0,4.7069,176900.0,INLAND
16491,17.0,2474.0,480.0,3.275,156500.0,INLAND
16492,32.0,1083.0,188.0,2.9241,187500.0,INLAND
16493,21.0,2064.0,342.0,4.5169999999999995,152200.0,INLAND
16494,36.0,683.0,159.0,3.4265,158900.0,INLAND
