,Название,Сайт,status,Адрес,площадь объекта,coords,longitude,latitude,rating,Класс:
1579, БЦ Ferro Plaza,https://www.arendator.ru/objects/9478-ferro_plaza-1/,torg_office_cntr,"г. Москва, ЮЗАО, Академический, Кржижановского улица 14 корп.3",25500.0,"[55.6795659, 37.5671279]",37.5671279,55.6795659,50.0,B+
1580, БЦ Мамонтов,https://www.arendator.ru/objects/33736-mamontov/,torg_office_cntr,"г. Москва, фрунзе  11",19293.0,"[55.7330918, 37.5901356]",37.5901356,55.7330918,50.0,B+
1581, БЦ KROL,https://www.arendator.ru/objects/32488-krol/,torg_office_cntr,"г. Москва, ЮЗАО, Черемушки, Наметкина улица 8с1",27000.0,"[55.66300949999999, 37.5507206]",37.5507206,55.66300949999999,50.0,B
1582, Офисно-жилой комплекс на 3-й Красногвардейской,https://www.arendator.ru/objects/8719-na_3-j_krasnogvardejskoj/,torg_office_cntr,"г. Москва, ЦАО, Пресненский, Красногвардейская 3-я улица 3",32065.0,"[55.7563912, 37.5369899]",37.5369899,55.7563912,50.0,A
1583, Офисное здание на Комсомольской,https://www.arendator.ru/objects/8210-na_komsomolskoj-1/,torg_office_cntr,"г. Москва, САО, Молжаниновский, Комсомольская улица 3/30 3 и 4",1851.0,"[55.94983999999999, 37.3451592]",37.3451592,55.94983999999999,50.0,C
1584, Бизнес-квартал Московская школа управления Сколково,https://www.arendator.ru/objects/28975-moskovskaya_shkola_upravleniya_skolkovo/,torg_office_cntr,"д. Сколково (Одинцовский р-н, Московская обл), Новая улица 100",57858.0,"[55.6977832, 37.3935909]",37.3935909,55.6977832,50.0,B+
1585, БЦ Manhattan,https://www.arendator.ru/objects/32156-manhattan-1/,torg_office_cntr,"г. Москва, ЦАО, Басманный, Красносельская Нижн. улица 35с9",25000.0,"[55.7752102, 37.6722624]",37.6722624,55.7752102,50.0,B+
1586, Офисно-складской комплекс Ультрамарин,https://www.arendator.ru/objects/6037-ultramarin-1/,torg_office_cntr,"г. Москва, СВАО, Ростокино, Докукина улица 8",12700.0,"[55.8382823, 37.6544676]",37.6544676,55.8382823,50.0,B+
1587, Офисное здание на Нарвской улице,https://www.arendator.ru/objects/8838-na_narvskoj_ulice/,torg_office_cntr,"г. Москва, САО, Коптево, Нарвская улица 2 стр5",2558.0,"[55.8340695, 37.5082274]",37.5082274,55.8340695,50.0,B
1588, БЦ Панорома,https://www.arendator.ru/objects/9276-panoroma/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Брестская 2-я улица 8",31000.0,"[55.7712552, 37.5907617]",37.5907617,55.7712552,50.0,A
1589, БЦ на Знаменке д.9 с.1,https://www.arendator.ru/objects/49412-na_znamenke_d9_s1/,torg_office_cntr,"г. Москва, ЦАО, Хамовники, Знаменка улица 9с1",1000.0,"[55.7492887, 37.6074207]",37.6074207,55.7492887,50.0,A
1590, БЦ Менжинский,https://www.arendator.ru/objects/9038-menzhinskij/,torg_office_cntr,"г. Москва, СВАО, Бабушкинский, Менжинского улица 40",4600.0,"[55.8711267, 37.65837459999999]",37.65837459999999,55.8711267,50.0,B+
1591, Коворкинг Время,https://www.arendator.ru/objects/32894-vremya/,torg_office_cntr,"г. Москва, САО, Западное Дегунино, Дмитровское шоссе 89",,"[55.863811, 37.5452283]",37.5452283,55.863811,50.0,
1592, Офисное здание Подсосенский 26,https://www.arendator.ru/objects/7432-podsosenskij_26/,torg_office_cntr,"г. Москва, ЦАО, Басманный, Подсосенский переулок 26 стр.3",1760.0,"[55.755367, 37.6533189]",37.6533189,55.755367,50.0,B+
1593, Коворкинг Millami Space,https://www.arendator.ru/objects/32914-millami_space/,torg_office_cntr,"г. Москва, ЦАО, Пресненский, Рочдельская улица 15с21",,"[55.75677, 37.562618]",37.562618,55.75677,50.0,
1594, БЦ Льва Толстого 23,https://www.arendator.ru/objects/9449-lva_tolstogo_23/,torg_office_cntr,"г. Москва, ЦАО, Хамовники, Льва Толстого улица 23 стр.3",3500.0,"[55.7352978, 37.5842977]",37.5842977,55.7352978,50.0,B
1595, БЦ Стрелецкая Слобода,https://www.arendator.ru/objects/30201-streleckaya_sloboda/,torg_office_cntr,"г. Москва, СВАО, Бутырский, Новодмитровская Б. улица 23с1",23400.0,"[55.801589, 37.5848749]",37.5848749,55.801589,50.0,B
1596, БЦ Центр 2000,https://www.arendator.ru/objects/8991-centr_2000/,torg_office_cntr,"г. Москва, ЦАО, Красносельский, Тургеневская площадь 2/4",15600.0,"[55.76559469999999, 37.6359389]",37.6359389,55.76559469999999,50.0,A
1597, Торгово-офисный центр Огород,https://www.arendator.ru/objects/49496-ogorod/,torg_office_cntr,"п. Горки-10 (Одинцовский р-н, Московская обл), участок  27/1",11555.0,"[55.7034114, 37.0246669]",37.0246669,55.7034114,50.0,
1598, Офисное здание на 5-й Магистральной,https://www.arendator.ru/objects/7433-na_5-j_magistralnoj/,torg_office_cntr,"г. Москва, САО, Хорошевский, Магистральная 5-я улица 12",2060.0,"[55.773027, 37.526907]",37.526907,55.773027,50.0,B
1599, БЦ Волковский,https://www.arendator.ru/objects/8845-volkovskij/,torg_office_cntr,"г. Мытищи (Мытищинский р-н, Московская обл), Волковское шоссе вл. 5Б с1",21357.0,"[55.9326812, 37.7449964]",37.7449964,55.9326812,50.0,B+
1600, БЦ Бородино Плаза,https://www.arendator.ru/objects/9220-borodino_plaza/,torg_office_cntr,"г. Москва, ЦАО, Красносельский, Русаковская улица 13",34000.0,"[55.7844102, 37.670663]",37.670663,55.7844102,50.0,B+
1601, БЦ Кожевническая,https://www.arendator.ru/objects/9451-kozhevnicheskaya/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Кожевническая улица 10 стр.2",7700.0,"[55.7292046, 37.6447423]",37.6447423,55.7292046,50.0,A
1602, Офисное здание на проспекте Мира 119,https://www.arendator.ru/objects/8423-na_prospekte_mira_119/,torg_office_cntr,"г. Москва, СВАО, Алексеевский, Мира проспект 119",5050.0,"[55.7900145, 37.6343802]",37.6343802,55.7900145,50.0,A
1603, БЦ Arko Building,https://www.arendator.ru/objects/9294-arko_building/,torg_office_cntr,"г. Москва, ЦАО, Хамовники, Соймоновский проезд 5",9600.0,"[55.743246, 37.6042087]",37.6042087,55.743246,50.0,A
1604, БЦ Полишёлк (Фактория),https://www.arendator.ru/objects/9374-polishlk_faktoriya/,torg_office_cntr,"г. Москва, САО, Савеловский, Вятская улица 27 корп.5",26300.0,"[55.7958097, 37.5819177]",37.5819177,55.7958097,50.0,B
1605, БЦ Kutuzoff Tower,https://www.arendator.ru/objects/8979-kutuzoff_tower/,torg_office_cntr,"г. Москва, ЗАО, Фили-Давыдково, Ивана Франко улица 8",31000.0,"[55.72804069999999, 37.4495982]",37.4495982,55.72804069999999,50.0,A
1606, Коворкинг Meeting Point (Митинг Пойнт),https://www.arendator.ru/objects/9165-meeting_point_miting_pojnt/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Охотный Ряд улица 2",,"[55.7569531, 37.6175953]",37.6175953,55.7569531,50.0,
1607, Особняк Лялин переулок  д.19 стр.1,https://www.arendator.ru/objects/7263-lyalin_pereulok__d19_str1/,torg_office_cntr,"г. Москва, ЦАО, Басманный, Лялин переулок 19 стр.1",3700.0,"[55.75798469999999, 37.6533346]",37.6533346,55.75798469999999,50.0,
1608, Коворкинг Meeting Point White Gardens (Митинг Пойнт Уайт Гарденс),https://www.arendator.ru/objects/32905-meeting_point_white_gardens_miting_pojnt_uajt_gardens/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Лесная улица 7",,"[55.7787276, 37.5880353]",37.5880353,55.7787276,50.0,
1609, Бизнес-парк G 10,https://www.arendator.ru/objects/14162-g_10/,torg_office_cntr,"д. Дудкино (НАО, Мосрентген, г. Москва)",230000.0,"[55.6281484, 37.4562654]",37.4562654,55.6281484,50.0,A
1610, БЦ Научный 8,https://www.arendator.ru/objects/9067-nauchnyj_8/,torg_office_cntr,"г. Москва, ЮЗАО, Черемушки, Научный проезд 8 стр.1",15300.0,"[55.656078, 37.552069]",37.552069,55.656078,50.0,B
1611, Технопарк НИИССУ,https://www.arendator.ru/objects/32482-niissu/,torg_office_cntr,"г. Москва, ЮЗАО, Обручевский, Старокалужское шоссе 58",,"[55.6619553, 37.5387627]",37.5387627,55.6619553,50.0,
1612, Торгово-офисный центр Никольский,https://www.arendator.ru/objects/49398-nikolskij-1/,torg_office_cntr,"г. Орехово-Зуево (Московская обл), Ленина улица 44а",10800.0,"[55.802049, 38.981157]",38.981157,55.802049,50.0,
1613, БЦ Мишина-56,https://www.arendator.ru/objects/35104-mishina-56/,torg_office_cntr,"г. Москва, САО, Савеловский, Мишина улица 56",3500.0,"[55.7991544, 37.5599437]",37.5599437,55.7991544,50.0,B+
1614, БЦ Новодмитровский,https://www.arendator.ru/objects/9339-novodmitrovskij/,torg_office_cntr,"г. Москва, СВАО, Бутырский, Новодмитровская Б. улица 14 стр.1",62845.0,"[55.8001239, 37.5857051]",37.5857051,55.8001239,50.0,B
1615, БЦ Спутник,https://www.arendator.ru/objects/35188-sputnik-3/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Кожевническая улица 10с1",11800.0,"[55.729353, 37.64526499999999]",37.64526499999999,55.729353,50.0,B
1616, Бизнес-парк TechnoLoft,https://www.arendator.ru/objects/9439-technoloft/,torg_office_cntr,"г. Москва, ЮВАО, Печатники, Угрешский 3-й проезд 8 2Б 13Б 15Б 16Б 18",8356.0,"[55.712672, 37.699402]",37.699402,55.712672,50.0,B+
1617, БЦ Шаболовка 2,https://www.arendator.ru/objects/7555-shabolovka_2/,torg_office_cntr,"г. Москва, ЦАО, Якиманка, Шаболовка улица 2",2400.0,"[55.7269874, 37.6115583]",37.6115583,55.7269874,50.0,A
1618, Офисное здание Моховая 10,https://www.arendator.ru/objects/8873-mohovaya_10/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Моховая улица 10 стр2",980.0,"[55.75073, 37.610282]",37.610282,55.75073,50.0,B
1619, БЦ Riverside Towers,https://www.arendator.ru/objects/9033-riverside_towers/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Космодамианская набережная 52 стр.1",60000.0,"[55.7320217, 37.6475494]",37.6475494,55.7320217,50.0,A
1620, Офисное здание на Верхней Радищевской,https://www.arendator.ru/objects/7422-na_verhnej_radicshevskoj/,torg_office_cntr,"г. Москва, ЦАО, Таганский, Радищевская Верхн. улица 16 стр.2-3",1000.0,"[55.74335199999999, 37.6505831]",37.6505831,55.74335199999999,50.0,B+
1621, БЦ Крымский Вал,https://www.arendator.ru/objects/9133-krymskij_val/,torg_office_cntr,"г. Москва, ЦАО, Якиманка, Крымский Вал улица 3 стр.2",12800.0,"[55.7293042, 37.6091516]",37.6091516,55.7293042,50.0,B+
1622, Коворкинг Сколково,https://www.arendator.ru/objects/32884-skolkovo-1/,torg_office_cntr,"г. Москва, большой  42с1",,"[55.6917106, 37.3478046]",37.3478046,55.6917106,50.0,
1623, БЦ Минаевский,https://www.arendator.ru/objects/9337-minaevskij/,torg_office_cntr,"г. Москва, СВАО, Марьина роща, Сущевский Вал улица 16 стр.2",20000.0,"[55.7927086, 37.6035367]",37.6035367,55.7927086,50.0,B+
1624, БЦ Аннино Плаза,https://www.arendator.ru/objects/9510-annino_plaza/,torg_office_cntr,"г. Москва, ЮАО, Чертаново Южное, Дорожная улица 60Б",15000.0,"[55.5878599, 37.6137364]",37.6137364,55.5878599,50.0,B
1625, БЦ на Мурманском,https://www.arendator.ru/objects/8024-na_murmanskom/,torg_office_cntr,"г. Москва, СВАО, Останкинский, Мурманский проезд 14к1",21451.0,"[55.805777, 37.6248434]",37.6248434,55.805777,50.0,B
1626, БЦ AFI SQUARE,https://www.arendator.ru/objects/49815-afi_square/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Грузинский Вал улица 11",,"[55.7739436, 37.579438]",37.579438,55.7739436,50.0,A
1627, БЦ Валлекс,https://www.arendator.ru/objects/8962-valleks/,torg_office_cntr,"г. Москва, ЮЗАО, Обручевский, Старокалужское шоссе 62",15000.0,"[55.660546, 37.537022]",37.537022,55.660546,50.0,B
1628, Особняк Верхняя Радищевская 9,https://www.arendator.ru/objects/8621-verhnyaya_radicshevskaya_9/,torg_office_cntr,"г. Москва, ЦАО, Таганский, Радищевская Верхн. улица 9",170.0,"[55.7441708, 37.6501664]",37.6501664,55.7441708,50.0,
1629, Офисное здание на 2-й Рыбинской,https://www.arendator.ru/objects/8589-na_2-j_rybinskoj/,torg_office_cntr,"г. Москва, ВАО, Сокольники, Рыбинская 2-я улица 13-1",10300.0,"[55.78934229999999, 37.6569675]",37.6569675,55.78934229999999,50.0,C
1630, БЦ Чайка Плаза 9,https://www.arendator.ru/objects/9144-chajka_plaza_9/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Пятницкая улица 69",14229.0,"[55.731779, 37.627557]",37.627557,55.731779,50.0,A
1631, Офисное здание Представительство международной компании Siemens,https://www.arendator.ru/objects/34995-predstavitelstvo_mezhdunarodnoj_kompanii_siemens/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Татарская Б. улица 9",33000.0,"[55.7411425, 37.6325576]",37.6325576,55.7411425,50.0,A
1632, Офисное здание Макаренко 6Б,https://www.arendator.ru/objects/8075-makarenko_6b/,torg_office_cntr,"г. Москва, ЦАО, Басманный, Макаренко улица 6Б 1",1467.0,"[55.7615469, 37.6479678]",37.6479678,55.7615469,50.0,B
1633, Особняк Озерковский переулок 12,https://www.arendator.ru/objects/7275-ozerkovskij_pereulok_12/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Озерковский переулок 12",3000.0,"[55.740773, 37.6349919]",37.6349919,55.740773,50.0,
1634, Офисное здание на Большом Афанасьевском,https://www.arendator.ru/objects/7452-na_bolshom_afanasevskom/,torg_office_cntr,"г. Москва, ЦАО, Арбат, Афанасьевский Б. переулок 12",1500.0,"[55.7466881, 37.5975101]",37.5975101,55.7466881,50.0,B
1635, БЦ Серпуховской двор,https://www.arendator.ru/objects/30258-serpuhovskoj_dvor/,torg_office_cntr,"г. Москва, ЮАО, Донской, Рощинский 2-й проезд 8",30000.0,"[55.706334, 37.603031]",37.603031,55.706334,50.0,B+
1636, БЦ Panorama Plaza,https://www.arendator.ru/objects/8974-panorama_plaza/,torg_office_cntr,"г. Москва, ЦАО, Таганский, Котельническая набережная 33 стр.1",17000.0,"[55.741003, 37.6477537]",37.6477537,55.741003,50.0,B
1637, Коворкинг Атмосфера,https://www.arendator.ru/objects/32753-atmosfera-5/,torg_office_cntr,"г. Москва, ЮЗАО, Обручевский, Ленинский проспект 109",,"[55.66374459999999, 37.5110642]",37.5110642,55.66374459999999,50.0,
1638, Офисное здание Инженер-A,https://www.arendator.ru/objects/7282-inzhener-a/,torg_office_cntr,"г. Москва, ЦАО, Мещанский, Трубная площадь 21/11",3700.0,"[55.7666421, 37.6233998]",37.6233998,55.7666421,50.0,A
1639, Офисное здание на Алтуфьевском 79,https://www.arendator.ru/objects/8133-na_altufevskom_79/,torg_office_cntr,"г. Москва, СВАО, Отрадное, Алтуфьевское шоссе 79 А стр.3",1754.0,"[55.8833075, 37.5854369]",37.5854369,55.8833075,50.0,C
1640, БЦ РТС Семеновский,https://www.arendator.ru/objects/49871-rts_semenovskij/,torg_office_cntr,"г. Москва, ВАО, Соколиная гора, Ибрагимова улица 31",25000.0,"[55.7888526, 37.7294366]",37.7294366,55.7888526,50.0,B
1641, БЦ Высота,https://www.arendator.ru/objects/28915-vysota-1/,torg_office_cntr,"г. Москва, Калужское 24  1с1",18453.0,"[55.493385, 37.3285161]",37.3285161,55.493385,50.0,B+
1642, Коворкинг Флакон,https://www.arendator.ru/objects/32800-flakon/,torg_office_cntr,"г. Москва, СВАО, Бутырский, Новодмитровская Б. улица 36с2",,"[55.8049021, 37.5850242]",37.5850242,55.8049021,50.0,
1643, Особняк Balchug Residence (Балчуг Резиденс),https://www.arendator.ru/objects/31062-balchug_residence_balchug_rezidens/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Садовническая улица вл31к5",800.0,"[55.7418766, 37.6398022]",37.6398022,55.7418766,50.0,
1644, Офисное здание на Усачева 33/2,https://www.arendator.ru/objects/7222-na_usacheva_332/,torg_office_cntr,"г. Москва, ЦАО, Хамовники, Усачева улица 33/2 стр.6",4100.0,"[55.7228499, 37.5615079]",37.5615079,55.7228499,50.0,B
1645, Особняк Арбат 28,https://www.arendator.ru/objects/7296-arbat_28/,torg_office_cntr,"г. Москва, ЦАО, Арбат, Арбат улица 28",1844.0,"[55.749545, 37.590861]",37.590861,55.749545,50.0,
1646," БЦ на Цветном, 22",https://www.arendator.ru/objects/7126-na_cvetnom_22/,torg_office_cntr,"г. Москва, ЦАО, Мещанский, Цветной бульвар 22с1",6000.0,"[55.7707834, 37.6223576]",37.6223576,55.7707834,50.0,A
1647, БЦ Варшавский,https://www.arendator.ru/objects/9471-varshavskij-1/,torg_office_cntr,"г. Москва, ЮАО, Нагорный, Варшавское шоссе 42",38400.0,"[55.676645, 37.6248691]",37.6248691,55.676645,50.0,B
1648, Бизнес-квартал Юсупов Двор,https://www.arendator.ru/objects/9046-yusupov_dvor/,torg_office_cntr,"г. Москва, ЦАО, Басманный, Садовая-Черногрязская улица 8 стр.1",9700.0,"[55.767271, 37.65099]",37.65099,55.767271,50.0,A
1649, БЦ на Новом Арбате 21,https://www.arendator.ru/objects/8147-na_novom_arbate_21/,torg_office_cntr,"г. Москва, ЦАО, Арбат, Новый Арбат улица 21",29900.0,"[55.7519864, 37.5854839]",37.5854839,55.7519864,50.0,B+
1650, БЦ River Place,https://www.arendator.ru/objects/7120-river_place/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Шлюзовая набережная 6",6500.0,"[55.7312531, 37.6468376]",37.6468376,55.7312531,50.0,B+
1651, Особняк на Большом Сухаревском 13,https://www.arendator.ru/objects/7449-na_bolshom_suharevskom_13/,torg_office_cntr,"г. Москва, ЦАО, Мещанский, Сухаревский Б. переулок 13  стр.3",800.0,"[55.770668, 37.6279884]",37.6279884,55.770668,50.0,
1652, БЦ Золотой Век,https://www.arendator.ru/objects/8952-zolotoj_vek-1/,torg_office_cntr,"г. Москва, САО, Беговой, Ямского Поля 3-я улица 18",9200.0,"[55.782476, 37.5805348]",37.5805348,55.782476,50.0,B+
1653, Коворкинг Work’n’Soda Сухаревская,https://www.arendator.ru/objects/49931-workrsquonrsquosoda_suharevskaya/,torg_office_cntr,"г. Москва, Проспек Мира  3с3",,"[55.7731235, 37.6319789]",37.6319789,55.7731235,50.0,
1654, Офисное здание на Малой Дмитровке,https://www.arendator.ru/objects/8362-na_maloj_dmitrovke-2/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Дмитровка М. улица 21",1900.0,"[55.77072140000001, 37.6048557]",37.6048557,55.77072140000001,50.0,B+
1655, БЦ Кругозор,https://www.arendator.ru/objects/9370-krugozor-1/,torg_office_cntr,"г. Москва, ЮЗАО, Обручевский, Обручева улица 30/1 стр.1",60000.0,"[55.6561392, 37.5263893]",37.5263893,55.6561392,50.0,A
1656, Офисное здание на Знаменке 11/11,https://www.arendator.ru/objects/8287-na_znamenke_1111/,torg_office_cntr,"г. Москва, ЦАО, Арбат, Знаменка улица 11/11 стр.3",432.0,"[55.7496099, 37.6063231]",37.6063231,55.7496099,50.0,B+
1657, Бизнес-парк Solutions,https://www.arendator.ru/objects/9442-solutions/,torg_office_cntr,"г. Москва, ЮАО, Чертаново Южное, Кировоградская улица 23Ак1",24464.0,"[55.6034995, 37.5998555]",37.5998555,55.6034995,50.0,B+
1658, Бизнес-парк Nagatino i-land,https://www.arendator.ru/objects/9101-nagatino_i-land/,torg_office_cntr,"г. Москва, ЮАО, Нагатинский затон, Андропова проспект 18 корп.1-7",320000.0,"[55.694996, 37.6628029]",37.6628029,55.694996,50.0,B+
1659, БЦ На Волоколамском шоссе (продажа объекта),https://www.arendator.ru/objects/30348-na_volokolamskom_shosse_prodazha_obekta/,torg_office_cntr,"г. Москва, САО, Сокол, Волоколамское шоссе 89",30176.0,"[55.829487, 37.410687]",37.410687,55.829487,50.0,B
1660, БЦ Logic Park,https://www.arendator.ru/objects/9341-logic_park/,torg_office_cntr,"г. Москва, Южнопортовый 2-ой  16 стр.1",53000.0,"[55.6997331, 37.6930476]",37.6930476,55.6997331,50.0,B
1661, БЦ Маяковский Плейс 2,https://www.arendator.ru/objects/8966-mayakovskij_plejs_2/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Тверская-Ямская 2-Я улица 8",3181.0,"[55.771303, 37.59579910000001]",37.59579910000001,55.771303,50.0,A
1662, Офисно-жилой комплекс на Первой Тверской Ямской,https://www.arendator.ru/objects/7116-na_pervoj_tverskoj_yamskoj/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Тверская-Ямская 1-я улица 16/23 стр.1",2500.0,"[55.7729249, 37.5915745]",37.5915745,55.7729249,50.0,B
1663, БЦ Квартал Сити,https://www.arendator.ru/objects/9307-kvartal_siti/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Дубининская улица 53 стр.7",22500.0,"[55.72212, 37.637195]",37.637195,55.72212,50.0,B+
1664, БЦ Конфлан,https://www.arendator.ru/objects/7459-konflan/,torg_office_cntr,"г. Москва, ЦАО, Красносельский, Рязанский проезд 8А  стр.7",2350.0,"[55.7716065, 37.6549018]",37.6549018,55.7716065,50.0,B+
1665, Офисное здание на Вернадского 29,https://www.arendator.ru/objects/7943-na_vernadskogo_29/,torg_office_cntr,"г. Москва, ЮЗАО, Ломоносовский, Вернадского проспект 29",506.0,"[55.6820301, 37.5169592]",37.5169592,55.6820301,50.0,B
1666, Бизнес-парк Ноев Ковчег,https://www.arendator.ru/objects/8945-noev_kovcheg/,torg_office_cntr,"г. Москва, ЦАО, Басманный, Подкопаевский переулок 4",15000.0,"[55.75425449999999, 37.641817]",37.641817,55.75425449999999,50.0,A
1667, Офисное здание на Новинском 20,https://www.arendator.ru/objects/8401-na_novinskom_20/,torg_office_cntr,"г. Москва, Новинский переулок 20 аБ 9",1600.0,"[55.755024, 37.584574]",37.584574,55.755024,50.0,A
1668, Торгово-офисный центр Пулмарт,https://www.arendator.ru/objects/6607-pulmart/,torg_office_cntr,"г. Пушкино (Пушкинский р-н, Московская обл), Ярославское шоссе 190",14000.0,"[55.9810401, 37.86512440000001]",37.86512440000001,55.9810401,50.0,
1669, Офисное здание на Большом Николопесковском,https://www.arendator.ru/objects/7158-na_bolshom_nikolopeskovskom/,torg_office_cntr,"г. Москва, ЦАО, Арбат, Николопесковский Б. переулок 13",1400.0,"[55.7506897, 37.5894601]",37.5894601,55.7506897,50.0,B
1670, БЦ Смольная 2,https://www.arendator.ru/objects/9066-smolnaya_2-1/,torg_office_cntr,"г. Москва, САО, Головинский, Смольная улица 2",11127.0,"[55.8446295, 37.5010528]",37.5010528,55.8446295,50.0,B
1671, БЦ на 2-й Звенигородской 13,https://www.arendator.ru/objects/7444-na_2-j_zvenigorodskoj_13-1/,torg_office_cntr,"г. Москва, ЦАО, Пресненский, Звенигородская 2-я улица 13 стр.41",16053.0,"[55.7616768, 37.5532658]",37.5532658,55.7616768,50.0,A
1672, БЦ ЛЮБЛИНСКАЯ 42,https://www.arendator.ru/objects/30196-lyublinskaya_42-1/,torg_office_cntr,"г. Москва, ЮВАО, Люблино, Люблинская улица 42",10500.0,"[55.6855761, 37.7362704]",37.7362704,55.6855761,50.0,C
1673, БЦ Каскад-мебель,https://www.arendator.ru/objects/9490-kaskad-mebel/,torg_office_cntr,"г. Москва, СВАО, Марьина роща, Сущевский Вал улица 9 стр.1",15000.0,"[55.79283599999999, 37.5934321]",37.5934321,55.79283599999999,50.0,B
1674, Коворкинг Мос-Коворкинг,https://www.arendator.ru/objects/32876-mos-kovorking/,torg_office_cntr,"г. Москва, ЦАО, Якиманка, Берсеневская набережная 8с1",,"[55.7412034, 37.6086766]",37.6086766,55.7412034,50.0,
1675, БЦ Napman Club,https://www.arendator.ru/objects/9086-napman_club/,torg_office_cntr,"г. Москва, ЦАО, Таганский, Подколокольный переулок 13 стр.1",8000.0,"[55.7530635, 37.6452355]",37.6452355,55.7530635,50.0,A
1676, Офисное здание на Большой Тульской,https://www.arendator.ru/objects/7334-na_bolshoj_tulskoj/,torg_office_cntr,"г. Москва, ЮАО, Даниловский, Тульская Б. улица 10",1000.0,"[55.7073182, 37.6193708]",37.6193708,55.7073182,50.0,B
1677, Торгово-офисный центр Новослободская 16-18,https://www.arendator.ru/objects/7311-novoslobodskaya_16-18/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Новослободская улица 16-18",13700.0,"[55.782539, 37.5999709]",37.5999709,55.782539,50.0,A
1678, БЦ Меридио,https://www.arendator.ru/objects/8957-meridio/,torg_office_cntr,"г. Москва, ЮАО, Донской, Варшавское шоссе 125Ж корп.6",25000.0,"[55.62203100000001, 37.6214771]",37.6214771,55.62203100000001,50.0,B+
1679, БЦ Quadroom (Квадрум),https://www.arendator.ru/objects/49898-quadroom_kvadrum/,torg_office_cntr,"г. Москва, МытищиБ Центральная  вл20Бс1",34116.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,A
1680, БЦ Вишнёвый сад,https://www.arendator.ru/objects/9183-vishnvyj_sad/,torg_office_cntr,"г. Москва, Садовая-Сухаревская улица 10",20000.0,"[55.772791, 37.6269739]",37.6269739,55.772791,50.0,A
1681, БЦ Лейпциг,https://www.arendator.ru/objects/9268-lejpcig/,torg_office_cntr,"г. Москва, ЮЗАО, Теплый Стан, Академика Варги улица 8 к1",17893.0,"[55.630905, 37.475021]",37.475021,55.630905,50.0,B+
1682, БЦ РТС Таганский,https://www.arendator.ru/objects/32399-rts_taganskij/,torg_office_cntr,"г. Москва, ЮВАО, Нижегородский, Калитниковская Ср. улица 26/27с1",16000.0,"[55.7332561, 37.6971801]",37.6971801,55.7332561,50.0,B+
1683, Коворкинг Деловой. Алексеевская башня,https://www.arendator.ru/objects/32888-delovoj_alekseevskaya_bashnya/,torg_office_cntr,"г. Москва, СВАО, Алексеевский, Ракетный бульвар 16",,"[55.8177084, 37.6561283]",37.6561283,55.8177084,50.0,
1684, Офисно-жилой комплекс Золотые Ключи 2,https://www.arendator.ru/objects/7788-zolotye_klyuchi_2/,torg_office_cntr,"г. Москва, ЗАО, Раменки, Минская улица 1/Г",,"[55.7158605, 37.5030266]",37.5030266,55.7158605,50.0,A
1685, Офисное здание на Бумажном,https://www.arendator.ru/objects/8155-na_bumazhnom/,torg_office_cntr,"г. Москва, САО, Беговой, Бумажный проезд 14 2",54525.0,"[55.7896985, 37.5868158]",37.5868158,55.7896985,50.0,C
1686, БЦ Островная 2,https://www.arendator.ru/objects/9299-ostrovnaya_2/,torg_office_cntr,"г. Москва, ЗАО, Крылатское, Островная улица 2",12000.0,"[55.7538147, 37.4478909]",37.4478909,55.7538147,50.0,B
1687, Коворкинг УЛЕЙ Coworking space & Coffee,https://www.arendator.ru/objects/32799-ulej_coworking_space__coffee/,torg_office_cntr,"г. Москва, ЦАО, Таганский, Дровяной Б. переулок 18",,"[55.745356, 37.658643]",37.658643,55.745356,50.0,
1688, Коворкинг Регус Капитолий,https://www.arendator.ru/objects/33758-regus_kapitolij/,torg_office_cntr,"г. Москва, ЗАО, Раменки, Вернадского проспект 6",,"[55.69191360000001, 37.5276619]",37.5276619,55.69191360000001,50.0,
1689, Коворкинг Белый лист,https://www.arendator.ru/objects/32806-belyj_list/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Валовая улица 32/75с2",,"[55.730462, 37.626432]",37.626432,55.730462,50.0,
