,Название,Регион,Город,Район,Адрес,Индекс,Телефон,Мобильный телефон,Email,Email с сайта,Сайт,Рубрика,Подрубрика,Способы оплаты,vkontakte,twitter,facebook,skype,icq,odnoklassniki,youtube,instagram,latitude,longitude,coordinates,date_start_statistic,status,category,revenue,dist_to_closest_conquer,dist_to_closer_metro,metro_name,close_metro_coords,closer_metro_area,closer_metro_area_densyty,dist_to_closer_ostanovk,ostanovka_transp,ostanovka_coord,square,chisl,количество жителей в радиусе до конкурента методом домов,количество жителей в радиусе 2 км методом домов,население на 1 конкурента в радиусе 2 км методом по домам,количество конкурентов в радиусе 2 км,население на 1 конкурента в радиусе 2 км методом плотности,колич крупн торгово-офисн центр рядом,dist_to_conquer_aprise,dist_to_closer_metro_aprise,chisl_apprise,dist_to_close_ost_apr,среднее расстояние до метро по действ точкам,среднее расстояние до конкурента по действ точкам,среднея численность в радиусе до конкурента по действ точкам,rating,площадь объекта,coords,Класс:
1004,"Ортодонт-центр, сеть стоматологических клиник",Московская область,Москва,,"Трёхгорный Вал, 8",123022.0,"7 (495) 605-49-29, 7 (495) 605-61-10",,,mail@ortodont-center.ru,http://www.ortodont-center.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",https://vk.com/ortodontcenter,,https://facebook.com/ortodontcenter,,,,,https://instagram.com/ortodont.center,55.759166,37.560327,"[55.759166, 37.560327]",09.02.2020,old,midle,141 197 тыс. руб. в год,246.1271896770581,572.7180018280357,Улица 1905 года,"[55.764273, 37.561419]",Пресненский,10894.0,78.05545701941297,Ул. Трехгорный Вал,"[55.75887887, 37.55919275]",190216.78358474537,2072.221640372216,1419.0537313432837,135246.5910447761,1240.7944132548268,109.0,238.78076883555076,2.0,,,,,,,,,,,
1005,"AUSdent, стоматологическая клиника",Московская область,Москва,Донской район,"Ленинский проспект, 16 к1",119071.0,"7 (495) 135-09-03, 7 (495) 698-58-91",,,info@medical-tests.ru,http://dental-plus.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",https://vk.com/ausdent,,https://facebook.com/ausdent,,,,,https://instagram.com/ausdent_klinika,55.718607,37.595062,"[55.718607, 37.595062]",09.02.2020,old,midle,349 561 тыс. руб. в год,219.9314124982958,800.8135207447871,Шаболовская,"[55.718821, 37.607799]",Донской,9045.0,101.03214079524695,"Ленинский просп., 23","[55.71776776, 37.59567348]",151881.25427897603,1373.7659449533382,2165.4268656716417,158552.32835820896,1617.880901614377,98.0,176.0663292715707,2.0,,,,,,,,,,,
1006,"Варшавка 66, частная стоматологическая клиника",Московская область,Москва,Нагорный район,"Варшавское шоссе, 66",117556.0,"7 (499) 317-36-33, 7 (499) 317-34-54",,,,http://varshavka66.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.659897,37.618243,"[55.659897, 37.618243]",09.02.2020,old,midle,305 421 тыс. руб. в год,183.95822082778486,739.5437967591167,Варшавская,"[55.653294, 37.619522]",Нагорный,15064.0,115.06000074571557,Театр Шалом,"[55.66039264, 37.61984715]",106259.56881178955,1600.6941445807977,5693.220895522389,198720.42985074627,3680.0079601990055,54.0,372.3096010358299,2.0,,,,,,,,,,,
1007,"Литфонда, детская клиника",Московская область,Москва,Аэропорт район,"Красноармейская, 23а",125319.0,7 (495) 150-60-03,,,info@lit-baby.ru,http://lit-baby.ru,Медицинские услуги,"Диагностические центры, Лечение ЛОР-заболеваний, Медицинские анализы, Многопрофильные медицинские центры, Стоматологические центры, Услуги детских специалистов, Услуги процедурного кабинета","Расчёт по картам, Наличный расчёт, Оплата через банк",https://vk.com/lit_baby,,https://facebook.com/litbaby,,,,,https://instagram.com/litfond_detstvo,55.802017,37.535348,"[55.802017, 37.535348]",09.02.2020,old,midle,327 334 тыс. руб. в год,60.27916815771409,249.7478200697272,Аэропорт,"[55.800261, 37.53287]",Аэропорт,17313.0,155.14635733510383,Ул. Усиевича,"[55.80340818, 37.53520626]",11409.435277287954,197.53155295568632,1734.6089552238807,197188.00298507462,2816.971471215352,70.0,35.442804358906,6.0,,,,,,,,,,,
1008,"Адента, стоматология",Московская область,Москва,Орехово-Борисово Южное район,"Шипиловский проезд, 57 к1",115582.0,7 (499) 725-75-00,,,adenta2005@yandex.ru,http://zubadenta.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.604324,37.706079,"[55.604324, 37.706079]",09.02.2020,old,midle,279 878 тыс. руб. в год,154.65930703797747,1029.0475505884147,Домодедовская,"[55.610697, 37.717905]",Орехово-Борисово Южное,21284.0,31.70896699716847,Почта,"[55.60436503, 37.70558116]",75107.2339358876,1598.582367091432,3365.292537313433,230032.2,8519.711111111112,27.0,743.6368344691995,1.0,,,,,,,,,,,
1009,"Современная стоматология, клиника",Московская область,Москва,Аэропорт район,"Ленинградский проспект, 60а",125167.0,"7 (499) 151-75-25, 7 (499) 151-09-35",,,info@moderndental.ru,http://www.moderndental.ru,Медицинские услуги,Стоматологические центры,"Наличный расчёт, Оплата через банк",,,,,,,,,55.800469,37.536442,"[55.800469, 37.536442]",09.02.2020,old,midle,119 335 тыс. руб. в год,125.22683896682382,225.2083044703819,Аэропорт,"[55.800261, 37.53287]",Аэропорт,17313.0,169.70530001731052,Метро Аэропорт (южн.),"[55.80024976, 37.53376412]",49240.73016053567,852.504761269354,2581.1283582089554,197947.60298507463,2639.3013731343285,75.0,142.76613068724117,5.0,,,,,,,,,,,
1010,"Dentalight, стоматологическая клиника",Московская область,Москва,Бутырский район,"Руставели, 19",127254.0,"7 (495) 778-82-90, 7 (495) 618-31-23",,,,http://www.dentalight.ru,Медицинские услуги,Стоматологические центры,"Наличный расчёт, Оплата через банк, Оплата через Интернет",,,,,,,,,55.814267,37.600332,"[55.814267, 37.600332]",09.02.2020,old,midle,206 264 тыс. руб. в год,193.8616299641337,1414.3565709364145,Дмитровская,"[55.807881, 37.580831]",Бутырский,14090.0,53.72402315030763,Метро Бутырская,"[55.81381925611701, 37.60001252676663]",118008.52113718119,1662.740062822883,1492.7462686567164,217334.4089552239,4435.396101127018,49.0,426.2043916133757,1.0,,,,,,,,,,,
1011,"Наудент, стоматологический центр",Московская область,Москва,Марфино район,"Кашенкин Луг, 6 к3",127427.0,"7 (499) 239-23-03, 7 (495) 488-36-97, 7 (495) 646-15-95",,,"info@naudent.ru,  zavados@gmail.com,  yourname@domain.ru,  info@dentaspa.ru,  mitino@naudent.ru",http://www.naudent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",https://vk.com/naudent,,https://facebook.com/naudent,,,,,,55.825797,37.597487,"[55.825797, 37.597487]",09.02.2020,old,midle,142 569 тыс. руб. в год,89.45296447837693,1645.505952906581,Тимирязевская,"[55.81866, 37.574498]",Тимирязевский,8019.0,302.7613012353939,Ул. Кашенкин Луг,"[55.82540749, 37.60226796]",25125.75516146506,201.4834306397883,1373.7044776119403,194091.02686567165,5107.658601728201,38.0,66.59557602199318,0.0,,,,,,,,,,,
1012,"ОРИС, медицинский центр",Московская область,Москва,Соколиная Гора район,"Барабанный переулок, 3",107023.0,"7 (495) 228-77-88, 7 (499) 558-31-71",,,oris11@orisfirm.ru,http://www.orisfirm.ru,Медицинские услуги,"Диагностические центры, Лечение ЛОР-заболеваний, Медицинские анализы, Медицинские комиссии, Многопрофильные медицинские центры, Стоматологические центры, Услуги гинеколога, Услуги дерматовенеролога, Услуги невролога, Услуги офтальмолога, Услуги профпатолога, Услуги психиатра, Услуги терапевта, Центры иммунизации","Расчёт по картам, Наличный расчёт",https://vk.com/orismed,,https://facebook.com/orisfirm,,,,,https://instagram.com/oris_kliniki,55.783187,37.70777,"[55.783187, 37.70777]",09.02.2020,old,midle,176 794 тыс. руб. в год,34.166153047403974,199.76631061474967,Электрозаводская,"[55.782066, 37.705284]",Басманный,13160.0,110.7030676700849,Метро Электрозаводская,"[55.7823656, 37.70677574]",3665.4036841441043,48.23671248333641,0.0,179675.6328358209,3327.3265339966833,54.0,11.219502014642693,7.0,,,,,,,,,,,
1013,"В Путь, стоматологическая клиника",Московская область,Москва,Аэропорт район,"Усиевича, 13",125319.0,"7 (495) 212-13-06, 7 (499) 151-03-10",7-926-909-15-35,,admin@combf.ru,http://www.putstom.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,https://instagram.com/putstom.ru,55.804844,37.529582,"[55.804844, 37.529582]",09.02.2020,old,midle,409 575 тыс. руб. в год,86.20069732583372,550.3486585053713,Аэропорт,"[55.800261, 37.53287]",Аэропорт,17313.0,100.47136792264945,Ленинградский рынок - К/т Баку,"[55.80531741, 37.52821794]",23331.959089104388,403.9462077096643,2390.2835820895525,205228.04776119403,3157.354580941447,65.0,78.05483644359052,5.0,,,,,,,,,,,
1014,"ПРОФИ-Дент, стоматологическая клиника",Московская область,Москва,,"Чертановская, 45а к1",117570.0,"7 (495) 388-15-45, 7 (495) 388-13-09",,,info@profident.ru,http://profident.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.60739,37.592523,"[55.60739, 37.592523]",09.02.2020,old,midle,420 018 тыс. руб. в год,161.10913765396475,859.0089167091234,Пражская,"[55.611577, 37.603972]",Чертаново Центральное,17898.0,179.66470776508484,Универсам,"[55.60647097, 37.59017975]",81502.32429979708,1458.728600317768,2259.9044776119404,264427.71940298507,13221.385970149255,20.0,916.0815609995583,2.0,,,,,,,,,,,
1015,"Эстетикс, стоматологический центр",Московская область,Москва,Измайлово район,"Парковая 6-я, 21",105043.0,"7 (495) 665-74-55, 7 (499) 165-87-07",,,estetikx@mail.ru,http://estetikx.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",https://vk.com/stomatologia_estetikx,,https://facebook.com/stomatologia.estetikx,,,,https://youtube.com/channel/UC3cMRMmmBQNHoAIEsVSKhWQ,https://instagram.com/stomatologia_estetikx,55.792485,37.790607,"[55.792485, 37.790607]",09.02.2020,old,midle,280 350 тыс. руб. в год,107.70256133884433,588.2519231380788,Первомайская,"[55.794376, 37.799364]",Измайлово,7004.0,130.83153249851722,5-я Парковая ул.,"[55.79309612, 37.7888255]",36423.502997495234,255.1102149944566,2157.868656716418,280020.30447761196,6364.097829036636,44.0,72.82237046205398,0.0,,,,,,,,,,,
1016,"ВитаДент, стоматологическая клиника",Московская область,Москва,Бабушкинский район,"Коминтерна, 20/2",129327.0,7 (495) 744-77-88,,"vitadend1@yandex.ru, vitadend@vitadend.su, stom.vitadent@yandex.ru","vitadent@vitadent.su,  otzyv@vitadent.su",http://www.vitadent.su,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",https://vk.com/vitadent_stomatologiya,,https://facebook.com/1726510150802416,,,,https://youtube.com/channel/UCMjhmFV_QLoeLDw1mJz4haQ/featured?disable_polymer=1,https://instagram.com/vitadentmsk,55.864301,37.681199,"[55.864301, 37.681199]",09.02.2020,old,midle,317 727 тыс. руб. в год,137.28752459138732,1206.8432715139218,Бабушкинская,"[55.869794, 37.664581]",Бабушкинский,17415.0,67.81407193283925,Ст. Лосиноостровская,"[55.86386381, 37.68195311]",59182.29424247265,1030.6596542326613,3932.158208955224,271351.03880597017,8753.259316321617,31.0,417.58339539232986,0.0,,,,,,,,,,,
1017,Центр эстетической стоматологии,Московская область,Москва,Ломоносовский район,"Вернадского проспект, 11/19",119311.0,"7 (495) 930-22-56, 7 (495) 930-49-20",,,"artloram@gmail.com,  ces_un@mail.ru,  ces_impl@mail.ru,  ces_implru@bk.ru",http://www.impl.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,https://facebook.com/CentrEsteticeskojStomatologii,,,,,https://instagram.com/ces_na_chp,55.689152,37.530847,"[55.689152, 37.530847]",09.02.2020,old,midle,303 319 тыс. руб. в год,359.6020794027074,433.2639312479789,Университет,"[55.69244, 37.534532]",Раменки,7504.0,23.945814856208777,Просп. Вернадского,"[55.68936514, 37.53079602]",406044.87830375833,3046.9607667914024,3132.8776119402987,225444.3671641791,3415.8237449118046,66.0,579.8458671348487,1.0,,,,,,,,,,,
1018,"ДоКа-Дент, стоматология",Московская область,Москва,Тверской район,"Тверская-Ямская 1-я, 27",125047.0,"7 (499) 995-13-94, 7 (499) 643-22-04",,,"dokadent24@gmail.com,  info@doka-dent.ru",http://www.doka-dent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",https://vk.com/dokadent,https://twitter.com/@dokadent_uzao,https://facebook.com/dokadentstomatolog,,,,,"https://instagram.com/dokadentstomatolog, https://instagram.com/dokadent",55.775771,37.585827,"[55.775771, 37.585827]",09.02.2020,old,midle,465 378 тыс. руб. в год,164.38617937656252,157.45488180301936,Белорусская,"[55.77717, 37.586194]",Тверской,10660.0,88.29265450730806,Тверская Застава,"[55.775993495433966, 37.58447653366148]",84851.64214587345,904.5185052750111,1498.4149253731343,229334.95522388062,1288.3986248532617,178.0,63.82445183288842,11.0,,,,,,,,,,,
1019,"Практическая Стоматология, стоматологическая клиника",Московская область,Москва,Проспект Вернадского район,"Удальцова, 15",119415.0,7 (499) 431-49-90,,,practicdent@list.ru,http://practicdent.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.672683,37.514203,"[55.672683, 37.514203]",09.02.2020,old,midle,199 353 тыс. руб. в год,131.28627751245503,706.3460445673489,Проспект Вернадского,"[55.67691, 37.505831]",Проспект Вернадского,13677.0,38.11604075851004,Стоматологическая п-ка,"[55.67293859, 37.51460604]",54121.3121220629,740.2171858934541,5252.955223880597,264901.9970149254,3953.7611494764983,67.0,138.76310231077292,1.0,,,,,,,,,,,
1020,"Стоматология в Чертаново Dr.Plomba, стоматологический центр",Московская область,Москва,Нагорный район,"Балаклавский проспект, 8а",117639.0,"7 (499) 232-68-09, 7 (495) 316-53-21",,,info@extrostomplus.ru,http://www.dentistry-chertanovo.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",,,,,,,,,55.641472,37.610625,"[55.641472, 37.610625]",09.02.2020,old,midle,401 687 тыс. руб. в год,161.87961952732923,305.39196947036805,Чертановская,"[55.640538, 37.606065]",Чертаново Северное,21205.0,150.17771679968527,"Балаклавский просп., 3","[55.64109921, 37.61291704]",82283.73522550242,1744.8266054567787,4123.002985074627,199296.7432835821,4332.537897469176,46.0,476.41352531602485,2.0,,,,,,,,,,,
1021,"Babenkoff, стоматологическая клиника",Московская область,Москва,Ломоносовский район,"Академика Пилюгина, 6",117393.0,"7 (499) 134-67-20, 7 (499) 134-48-50",,,skir@diright.ru,http://www.babenkoff.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.671813,37.540872,"[55.671813, 37.540872]",09.02.2020,old,midle,417 947 тыс. руб. в год,163.74243513432066,878.5818918765455,Новые Черёмушки,"[55.670077, 37.554493]",Черемушки,19845.0,233.75973460728005,Ул. Акад. Пилюгина,"[55.66971484, 37.54100915]",84188.37710007203,1670.7183435509296,3847.1283582089554,344042.11343283585,3909.5694708276797,88.0,238.45707267045088,2.0,,,,,,,,,,,
1022,"Империя, центр стоматологии и имплантологии",Московская область,Москва,Люблино район,"Верхние Поля, 35 к4",109559.0,7 (495) 088-27-88,7-925-426-08-54,,info@center-implant.ru,http://center-implant.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.669172,37.756649,"[55.669172, 37.756649]",09.02.2020,old,midle,45 550 тыс. руб. в год,170.40194502793653,858.553873244808,Люблино,"[55.676265, 37.762003]",Люблино,9876.0,235.95536707465624,43-й кв. Марьинского Парка,"[55.66761915, 37.75920083]",91175.62380961426,900.4504607437505,6777.823880597015,428852.776119403,5718.037014925373,75.0,150.79543715922006,0.0,,,,,,,,,,,
1023,Центр Имплантологии Доктора Давтяна,Московская область,Москва,Южное Бутово район,"Скобелевская, 23 к2",117624.0,"7 (495) 998-42-49, 7 (499) 793-15-90",,,implantcentr@implantcentr.ru,"http://implantcentr.ru, http://ciclinic.ru",Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,https://instagram.com/centr_implantology_davtyana,55.547071,37.559046,"[55.547071, 37.559046]",09.02.2020,old,midle,115 082 тыс. руб. в год,192.1251519653702,299.35236444845873,Улица Скобелевская,"[55.548034, 37.554618]",Южное Бутово,8143.0,204.30603243943972,1-й мкр. Южного Бутова,"[55.54703968, 37.55580971]",115903.91241563011,943.805558800476,9239.910447761195,168030.32238805972,7001.263432835821,24.0,493.92490910558246,0.0,,,,,,,,,,,
1024,"Макдент, стоматологическая клиника",Московская область,Москва,Отрадное район,"Декабристов, 20 к1",127273.0,"7 (499) 907-31-89, 7 (499) 907-01-05",7-916-128-08-16,,makdent@mail.ru,http://makdent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,https://instagram.com/makdent.ru,55.863021,37.607133,"[55.863021, 37.607133]",09.02.2020,old,midle,252 206 тыс. руб. в год,299.76609113606304,148.97100262594702,Отрадное,"[55.863384, 37.604843]",Отрадное,18190.0,31.79787542743598,Ул. Декабристов,"[55.86319108, 37.60754097]",282159.4875002826,5132.48107763014,3884.9194029850746,272254.2447761194,7358.222831787011,37.0,1742.2692522982315,3.0,,,,,,,,,,,
1025,"Дента ВЛ, стоматологическая клиника",Московская область,Москва,Мещанский район,"Мира проспект, 36 ст1",129090.0,7 (495) 680-35-36,,,,,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.77909,37.633507,"[55.77909, 37.633507]",09.02.2020,old,midle,432 153 тыс. руб. в год,0.0,60.29415750676005,Проспект Мира,"[55.779631, 37.633464]",Мещанский,13213.0,94.32395147145306,Метро Просп. Мира,"[55.7798145894, 37.6327280997]",0.0,0.0,551.7492537313433,151300.22686567166,1001.9882573885541,151.0,0.0,1.0,,,,,,,,,,,
1026,"Smile Clinic, стоматологический центр",Московская область,Москва,Ховрино район,"Смольная, 24а",125445.0,"7 (495) 988-76-44, 7 (499) 955-43-04",,,info@smileclinic.ru,http://smileclinic.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",https://vk.com/stomatolog_smileclinic,https://twitter.com/@smileclinicmos,https://facebook.com/groups/smileclinic.ru,,,,,,55.860703,37.48277,"[55.860703, 37.48277]",09.02.2020,old,midle,124 558 тыс. руб. в год,310.03269344214624,765.7803772433982,Речной вокзал,"[55.854891, 37.476231]",Левобережный,6744.0,55.38479335653142,Школа им. Марш. Говорова,"[55.86106097, 37.48215583]",301817.65094939433,2035.4582380027155,1955.6865671641792,263390.3552238806,7316.398756218906,36.0,710.148763036503,0.0,,,,,,,,,,,
1027,"Панацея, стоматологическая клиника",Московская область,Москва,Алексеевский район,"Ярославская, 8 к3",129164.0,"7 (495) 721-60-45, 7 (495) 968-73-13",,,doktor.panatseja@yandex.ru,http://doktordent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",https://vk.com/club109277198,https://twitter.com/@7ipeerc2tep3ksa,https://facebook.com/100005712708367,,,,,https://instagram.com/doktor.panatseja,55.817636,37.649363,"[55.817636, 37.649363]",09.02.2020,old,midle,372 842 тыс. руб. в год,323.4894668346441,666.8158616104698,ВДНХ,"[55.821401, 37.64109]",Останкинский,5068.0,141.69258726634484,Ракетный бульв.,"[55.81821022, 37.64734581]",328586.6663803016,1665.2772252153686,1553.2119402985074,205485.02686567165,5553.649374747883,37.0,565.2941067217577,2.0,,,,,,,,,,,
1028,Стоматологическая клиника Артёмова,Московская область,Москва,Тропарёво-Никулино район,"Академика Анохина, 5 к2",119571.0,7 (495) 980-66-12,7-926-600-24-97,,,http://n2877.stmatlg.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.662163,37.474419,"[55.662163, 37.474419]",09.02.2020,old,midle,135 924 тыс. руб. в год,76.98103075808864,541.8988835224012,Юго-Западная,"[55.663146, 37.482852]",Тропарёво-Никулино,10956.0,81.00122803855284,"Ул. Акад. Анохина, 26","[55.66247345, 37.47325501]",18607.888363254257,203.86802490781363,9808.665671641791,171202.88059701494,4505.338963079341,38.0,67.38374718005629,1.0,,,,,,,,,,,
1029,"Нормодент, сеть стоматологических клиник",Московская область,Москва,Хамовники район,"Комсомольский проспект, 28",119146.0,7 (495) 287-90-83,,,info@normodent.ru,http://www.normodent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.726497,37.579899,"[55.726497, 37.579899]",09.02.2020,old,midle,242 303 тыс. руб. в год,36.31165102179662,86.15766166658148,Фрунзенская,"[55.727232, 37.580328]",Хамовники,10790.0,65.68190011913669,Метро Фрунзенская,"[55.72658071, 37.58093377]",4140.2030397762555,44.6727907991858,1636.3522388059703,131042.33731343284,1424.3732316677483,92.0,6.09880709171493,2.0,,,,,,,,,,,
1030,"ИВА-дент, стоматологический центр",Московская область,Москва,Зябликово район,"Ореховый бульвар, 33а",115573.0,7 (499) 782-67-77,,,iva@iva-dent.ru,http://www.iva-dent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",,,,,,,,,55.614089,37.734199,"[55.614089, 37.734199]",09.02.2020,old,midle,63 332 тыс. руб. в год,275.9160537505744,720.6871782366629,Зябликово,"[55.612329, 37.745205]",Зябликово,30387.0,95.7612797937185,Ореховый пр. - Торговый комплекс Облака,"[55.61362932, 37.73548346]",239047.1597722902,7263.926044000583,9394.853731343284,481720.5582089552,11749.281907535495,41.0,2225.241734454813,1.0,,,,,,,,,,,
1031,"АКФ Дент, стоматологическая клиника",Московская область,Москва,Коньково район,"Профсоюзная, 104",117437.0,"7 (499) 793-48-60, 7 (499) 793-48-53",,,"akfdent@mail.ru,  uprav@77.rospotrebnadzor.ru,  nmem@yandex.ru,  viktorya_v@bk.ru,  13pol@bk.ru",http://www.akfdent.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.641161,37.522694,"[55.641161, 37.522694]",09.02.2020,old,midle,205 949 тыс. руб. в год,39.97584010938189,253.24845726480015,Беляево,"[55.642357, 37.526115]",Коньково,21756.0,162.73909992079666,Метро Беляево,"[55.6414355844, 37.5252324052]",5017.932868295719,109.17014748264167,1679.8119402985076,269750.5880597015,7098.699685781618,38.0,36.08360664163103,2.0,,,,,,,,,,,
1032,"Dental Clinic, стоматологическая клиника",Московская область,Москва,Марфино район,"Большая Марфинская, 4 к2",127276.0,7 (495) 215-56-45,7-962-913-82-55,,,,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через Интернет",,,,,,,,,55.827719,37.59426,"[55.827719, 37.59426]",09.02.2020,old,midle,116 846 тыс. руб. в год,252.62459160263285,1527.8956751289159,Петровско-Разумовская,"[55.836524, 37.575558]",Тимирязевский,8019.0,251.32230126534455,Б. Марфинская ул.,"[55.82997603, 37.5942006924]",200392.2386467267,1606.9453617081015,5483.4805970149255,184484.54328358208,4986.068737394111,37.0,545.4928038663177,0.0,,,,,,,,,,,
1033,"Дент Амонд, стоматологическая клиника",Московская область,Москва,Тропарёво-Никулино район,"Вернадского проспект, 92 к1",119571.0,7 (499) 749-66-72,,,,http://www.dentamond-clinic.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.654364,37.47611,"[55.654364, 37.47611]",09.02.2020,old,midle,417 947 тыс. руб. в год,173.475195252426,1065.864692121748,Юго-Западная,"[55.663146, 37.482852]",Тропарёво-Никулино,10956.0,173.63925154560297,Церковь Архангела Михаила,"[55.65541701, 37.4781448]",94494.04017510341,1035.276704158433,0.0,172225.12835820895,4654.733198870513,37.0,351.43447038459243,1.0,,,,,,,,,,,
1034,"ВладСтом Вешняки, стоматологический центр",Московская область,Москва,Вешняки район,"Молдагуловой, 32",111538.0,7 (499) 373-71-89,,,vladstom03@yandex.ru,http://www.vlad-stom.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.719536,37.830075,"[55.719536, 37.830075]",09.02.2020,old,midle,181 859 тыс. руб. в год,1204.7504304541146,873.4841354683996,Выхино,"[55.715682, 37.817969]",Выхино-Жулебино,15016.0,52.50048267161597,Вешняки-Владычино,"[55.71977335, 37.83079687]",4557470.102993236,68434.97106654644,4259.050746268657,210677.51641791046,16205.962801377727,13.0,66118.71050737101,1.0,,,,,,,,,,,
1035,"Здравствуйте, здоровые зубы, стоматологическая клиника",Московская область,Москва,Даниловский район,"Трофимова, 4",115432.0,7 (495) 710-01-10,,,,http://zzzdent.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.70299,37.663138,"[55.70299, 37.663138]",09.02.2020,old,midle,378 911 тыс. руб. в год,111.75254027454281,559.5682589547653,Автозаводская,"[55.706634, 37.657008]",Даниловский,7414.0,58.174979715088334,Ул. Лобанова,"[55.70313395, 37.66224849]",39214.2990095338,290.7348128566836,5591.185074626866,138558.976119403,3222.301770218674,43.0,84.92161045302201,5.0,,,,,,,,,,,
1036,"ZahnArzt Hilfe, стоматологическая клиника",Московская область,Москва,Мещанский район,"Васнецова переулок, 3",129090.0,"7 (495) 724-06-97, 7 (495) 600-64-61",,,,http://www.zahart.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.775456,37.625236,"[55.775456, 37.625236]",09.02.2020,old,midle,253 592 тыс. руб. в год,66.66891485673935,503.91078292833146,Цветной бульвар,"[55.771616, 37.620986]",Тверской,10660.0,239.96712725624727,Мещанская ул.,"[55.77370179304232, 37.62745766949633]",13956.496813670004,148.77625603372226,5366.328358208955,173921.94626865673,878.3936680235189,198.0,9.437524120118947,4.0,,,,,,,,,,,
1037,"Ваше Здоровье, стоматологический центр",Московская область,Москва,Тимирязевский район,"Дмитровское шоссе, 34 к1",127238.0,7 (499) 488-67-19,,,,http://n2773.stmatlg.ru,Медицинские услуги,Стоматологические центры,"Наличный расчёт, Оплата через банк",,,,,,,,,55.839795,37.573332,"[55.839795, 37.573332]",09.02.2020,old,midle,75 281 тыс. руб. в год,176.49244564960284,389.98049651248743,Петровско-Разумовская,"[55.836524, 37.575558]",Тимирязевский,8019.0,226.2069888104539,Метро Петровско-Разумовская,"[55.83830283, 37.57578236]",97809.69178612696,784.3359184329521,3240.582089552239,184588.46865671643,8789.927078891258,21.0,469.1075778818037,0.0,,,,,,,,,,,
1038,"Dental Dream, стоматологический центр",Московская область,Москва,,"Зоологическая, 2",123242.0,"7 (499) 766-25-12, 7 (495) 664-50-62",7-965-171-81-08,,info@extrodent.ru,http://www.extrodent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",,,https://facebook.com/extrodentnew,,,,,https://instagram.com/dental_dream,55.765711,37.581094,"[55.765711, 37.581094]",09.02.2020,old,midle,408 671 тыс. руб. в год,59.11478444646256,544.8995855417768,Баррикадная,"[55.760818, 37.58128]",Филёвский Парк,9640.0,196.7777074329707,Зоологическая ул.,"[55.76480894, 37.57839818]",10972.911304076437,105.77886497129684,4138.119402985075,179668.07462686568,1044.5818292259632,172.0,7.724317116508653,6.0,,,,,,,,,,,
